Sample_name,Label,Hash,nReads
001,MiFish,d08c983ae436953ee38723109aa249b2167a27e5,14
029,MiFish,f4e4bbfc5921ac9fe47b748e093eb136f6750fac,15
009,MiFish,a3342a88570571ac0fffd8804c3f3fdca7d74ec8,9
095,MiFish,a3342a88570571ac0fffd8804c3f3fdca7d74ec8,15
017,MiFish,a3342a88570571ac0fffd8804c3f3fdca7d74ec8,12
039,MiFish,a3342a88570571ac0fffd8804c3f3fdca7d74ec8,42
121,MiFish,a3342a88570571ac0fffd8804c3f3fdca7d74ec8,33
005,MiFish,1f55034a0513fa3a8115ed6d3d961d0310bd71cb,19
075,MiFish,1f55034a0513fa3a8115ed6d3d961d0310bd71cb,13
058,MiFish,1f55034a0513fa3a8115ed6d3d961d0310bd71cb,17
012,MiFish,a355245b8b528fe8343c72c5200ea74ab38f39fc,28
067,MiFish,d13481f9ba08b1f059e7361d76c8661d4f244388,40
075,MiFish,f3ed9eeaf7cc17b8dc1bc722f947e258ae6d1257,17
011,MiFish,f3ed9eeaf7cc17b8dc1bc722f947e258ae6d1257,35
075,MiFish,d99c2ae5e4bf38fb2c7afd6f0c5c108625ed01d1,15
063,MiFish,5ac8cfa5390f5d25eeebf5a762b3a58d537283f8,44
031,MiFish,b270e78263405e65efb482ee422f3d139d2d3db5,29
089,MiFish,b270e78263405e65efb482ee422f3d139d2d3db5,20
056,MiFish,b270e78263405e65efb482ee422f3d139d2d3db5,19
048,MiFish,6b28bb155e1c46d1c0aa8a38ad6302978447cd88,38
016,MiFish,6631fcf80ec84d761f6486102ae0fc754248402a,46
031,MiFish,6631fcf80ec84d761f6486102ae0fc754248402a,21
012,MiFish,6631fcf80ec84d761f6486102ae0fc754248402a,29
058,MiFish,6631fcf80ec84d761f6486102ae0fc754248402a,48
057,MiFish,0515962b988db48e41f7ad7e8f2e6cb79a1da5d3,19
027,MiFish,b273aab0628662d9f7481871abb3c26bd4affd99,19
011,MiFish,0a8c7e8958bf046ba65b8208feb8a8a7f3c96d79,29
065,MiFish,0a8c7e8958bf046ba65b8208feb8a8a7f3c96d79,12
070,MiFish,a453581f1f9633b4192b10baeee882dc08d8db8f,15
009,MiFish,a453581f1f9633b4192b10baeee882dc08d8db8f,19
080,MiFish,a453581f1f9633b4192b10baeee882dc08d8db8f,40
050,MiFish,bb9852c9086a7c33ff7b6f22471ba8648b6bd9be,17
082,MiFish,bb9852c9086a7c33ff7b6f22471ba8648b6bd9be,12
039,MiFish,a9e82f550cfb81ce3c8287bbf1f6605395920cf1,52
124,MiFish,a9e82f550cfb81ce3c8287bbf1f6605395920cf1,16
002,MiFish,a9e82f550cfb81ce3c8287bbf1f6605395920cf1,22
100,MiFish,ee8effd3a61c8b2a415dc88792fd7ca8a6920f79,30
035,MiFish,1922c29c77dc41ef5475a8431baee91bc6c05f6f,1505
025,MiFish,86da54a901740707a138473c349cef896f117a1c,2746
016,MiFish,59309486d84462893840a85fbdc4aeff89a26639,2
009,MiFish,6168b0cd07f205fce5819cc836c2579d6871de93,60
087,MiFish,6168b0cd07f205fce5819cc836c2579d6871de93,64
023,MiFish,64c44b52d311c1326676036ca71567384afb01a8,6788
028,MiFish,45df387faf439e846ea4371c60090d212d449ff5,6
046,MiFish,a22f2d13e8b9a44f4b5f9d2370c15ed23263275b,442
011,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,914
004,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,88
052,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,1763
077,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,302
016,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,25037
049,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,3134
051,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,3902
076,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,2330
069,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,10
046,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,377
017,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,49
118,MiFish,9395453e45fd7d6a08ddc4e44d6c733556f12442,1889
004,MiFish,0d79b933864bb85e6d085f5958fa0731ccac4f04,86
003,MiFish,1f121efc9dfb0617ac7ed44e8332a09dffcd7e40,73
080,MiFish,53aa05ab93205be68a89273527eea8c344f138d2,9
118,MiFish,f890c05925400fa5c31d090422bd25ffc1dbb2d2,49
042,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,82
058,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,31
016,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,146
094,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,42
052,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,68
004,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,4
123,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,10
075,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,47
056,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,27
127,MiFish,ddf5d8f01c176ab003be35dd8935dab512bf36c1,82
052,MiFish,75bd82775db1ff8b93d7cce8b1e81935f84f8d78,167
027,MiFish,75bd82775db1ff8b93d7cce8b1e81935f84f8d78,315
131,MiFish,75bd82775db1ff8b93d7cce8b1e81935f84f8d78,524
035,MiFish,a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f,521
110,MiFish,a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f,10
016,MiFish,a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f,567
044,MiFish,a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f,19
027,MiFish,6634733d917ef2fc77dd7e1780deb0c7f70bbb54,1606
028,MiFish,6634733d917ef2fc77dd7e1780deb0c7f70bbb54,1535
121,MiFish,6634733d917ef2fc77dd7e1780deb0c7f70bbb54,109
006,MiFish,6634733d917ef2fc77dd7e1780deb0c7f70bbb54,306
128,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,143
030,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,49
063,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,5
093,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,449
009,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,40
070,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,294
112,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,310
060,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,25
001,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,180
052,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,96
095,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,472
043,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,692
084,MiFish,052d18a1a6f40077add20bb33ad60dfadcfb86fb,96
012,MiFish,e65f511d819ef32a2941c6d56d076a8616b71c25,26
045,MiFish,e65f511d819ef32a2941c6d56d076a8616b71c25,69
067,MiFish,e65f511d819ef32a2941c6d56d076a8616b71c25,34
006,MiFish,e65f511d819ef32a2941c6d56d076a8616b71c25,71
090,MiFish,e65f511d819ef32a2941c6d56d076a8616b71c25,66
067,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,226
069,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,81
096,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,55
101,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,140
011,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,213
125,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,586
076,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,152
005,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,827
123,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,520
018,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1897
014,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,297
107,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,55
055,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,211
071,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,254
073,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,2759
009,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,451
042,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,15
104,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,156
124,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,35
065,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,94
062,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,46
007,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,466
021,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,229
044,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,552
031,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,100
116,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,14
088,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1944
006,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,791
110,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,324
077,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,78
058,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1584
080,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,138
043,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,669
061,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,417
079,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,526
094,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,438
041,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,2355
012,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,336
010,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,651
093,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,879
075,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,389
114,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,733
003,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,65
082,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1424
108,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1065
128,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,172
057,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,132
095,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,48
117,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,14
004,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,182
038,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,7
099,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,101
053,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,235
086,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,927
048,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,12
015,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,617
132,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,464
029,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,340
072,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,3
103,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,207
056,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,3250
046,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,24
052,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,438
090,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,463
008,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,2
051,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,307
013,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,147
064,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,55
016,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,12068
100,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,264
084,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,68
105,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,5
047,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,4041
102,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,491
122,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1196
035,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,8
129,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,2359
085,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,29
034,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,3088
113,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,215
121,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,538
118,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,507
002,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,41
078,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,372
131,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,612
033,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1341
037,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,60
134,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,331
054,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,2152
089,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,80
045,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,1823
028,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,32
087,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,563
083,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,277
017,MiFish,d6f69979e2e7c50e468fdb7a4ad00eb8296b8bf9,283
057,MiFish,ded861116231893e954603362542d98d7d0cdc7f,139
039,MiFish,ded861116231893e954603362542d98d7d0cdc7f,10
054,MiFish,2c3826cc61e3a0a0bd977888551b19b77a34b9e9,56
056,MiFish,fa65daba1e94d3eea62ec8f7939f85e909ba4a40,37
017,MiFish,d0443eaf874b07f108fffb9356f9e2ac265eab31,46
001,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,299
129,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,220
128,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,157
006,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,26
078,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,5
077,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,5
005,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,5026
082,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,17
127,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,66
076,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,6
072,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,309
051,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,119
117,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,6
133,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,1112
122,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,495
052,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,633
075,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,135
007,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,875
033,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,718
131,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,52
080,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,356
081,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,663
084,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,836
002,MiFish,5b0bb764101ccfeb5228e44218865ac2f2a5d4be,1006
110,MiFish,d665a22273eb050425814dad353904c8b09a1f31,81
123,MiFish,ed5e7e50aa64ed93aa7bb93f60e0d0ec95dd2cab,315
083,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,136
101,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,46
003,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,14
072,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,162
017,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,31
102,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,138
103,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,43
016,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,167136
095,MiFish,da83c719cc06209b92f6b2c6a335a055a2db77cf,55
110,MiFish,d1463558602bbd84bea02961a12237b821b43668,82
056,MiFish,9824dfa57536ebe9140fa5396bd8f99b6114a8f0,1192
017,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1239
087,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1714
083,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,400
128,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,453
003,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1150
004,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,627
090,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,594
133,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,3539
088,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1454
100,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,420
102,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,571
110,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,451
096,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,249
030,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,2839
130,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1454
071,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,488
080,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,4190
091,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1633
095,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,2220
070,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,257
066,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,8
079,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,671
046,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,488
009,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1051
103,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,111
078,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1251
101,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,602
018,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1688
011,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,332
069,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,377
094,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,1186
072,MiFish,c6d586dc78d8ef5cac238cba2d5714407775bd69,289
016,MiFish,be342a5a96ee2efd032c7550d640617f887d4c37,993
118,MiFish,7dae49817fac3bd37bd1ab61e10a98b36513016b,174
055,MiFish,552f7ec9297f038ded895bef6caf81c00fc55bf1,847
090,MiFish,edc3e9180a4b9e9bb6bd94c33ba717f97dba326e,446
052,MiFish,edc3e9180a4b9e9bb6bd94c33ba717f97dba326e,255
097,MiFish,64d2b45fdc47fbe1c16005eacb811bf1455f1058,56
100,MiFish,df83221e8a3cc1fda4e41992350a5bcebfb31925,70
128,MiFish,c0e9425a52344086877665cfacdff1c424d83a09,57
132,MiFish,6e90bec51eac173c6ce77eba4da3778a148f2603,449
003,MiFish,e9a4531f5c1bc781414ef8fc447cac210f1920b6,67
110,MiFish,66e95f60970061f7415575f9bfc33eba84873ce3,74
001,MiFish,ebce27be0764d46efb8242705e7c86bdb86f1434,2150
018,MiFish,ebce27be0764d46efb8242705e7c86bdb86f1434,291
094,MiFish,83b8c98f6e2232d211177a1217ecafc668ea2199,80
087,MiFish,3fdf5da8b392958e5974f81cc8af778e7bee0701,57
071,MiFish,c9a702e7c18dc956f9f5e8e8af023dbc3075a886,30
071,MiFish,3a37ccb6bc8e2019307936639c0124d66a9605dd,21
011,MiFish,996c8a2af89ac755fca05c49c21cdefd48eb3f85,490
083,MiFish,c0201f21d30a6f2e4f375a70eec5cf2d5c2632b9,367
087,MiFish,c0201f21d30a6f2e4f375a70eec5cf2d5c2632b9,114
100,MiFish,c0201f21d30a6f2e4f375a70eec5cf2d5c2632b9,130
009,MiFish,c0201f21d30a6f2e4f375a70eec5cf2d5c2632b9,91
122,MiFish,c0201f21d30a6f2e4f375a70eec5cf2d5c2632b9,3939
004,MiFish,77745c3dac7753e1b966707192527d7a1f461bd5,41
004,MiFish,b3c06237cbe75ec62cf4bbbfe2b152192e412b2b,65
101,MiFish,a065d35f53c8e46346f4e88bfca5498dbdcd0dde,75
016,MiFish,7304d402aefb31b65b384723605241eea37717b6,7318
018,MiFish,08628cfcef696aba773e193e770e442ebe0f3246,344
104,MiFish,53abe4a378b78b6b057b2dfcb1ab2257b3043b58,1641
085,MiFish,7fa89c9553d43c8239dbcf8630a951e60e148435,9
105,MiFish,7fa89c9553d43c8239dbcf8630a951e60e148435,6
087,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,3701
016,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,21630
066,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,109
076,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,3948
083,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1477
040,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,2905
102,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1393
055,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,467
065,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1952
007,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,4885
080,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,8472
075,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,756
070,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1743
044,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,2191
124,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1674
036,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,1341
017,MiFish,8bec9651f9b6d549db2f312e93b4661d5d3c9995,2199
